Código;Cliente;Data;Entradas;Saída;Patrimônio;Qtde. Cotas;Cota;Aporte de Títulos;Retirada de Títulos;Dia;Mês;Ano;Total
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-06-10;0,00;0,00;35.040.560,98;21.601.931,58082440;1,62210314;0,00;0,00;0,1590%;-0,4897%;4,6793%;62,2103%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-06-10;0,00;0,00;70.616.535,43;53.671.769,28392720;1,31571097;0,00;0,00;-0,5142%;-2,1045%;3,7511%;31,5711%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-06-10;0,00;0,00;120.129.176,75;7.116.359,82840598;16,88070582;0,00;0,00;-0,6506%;0,1343%;-1,0299%;68,8071%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-06-10;0,00;0,00;156.410.291,18;100.494.180,20570500;1,55641143;0,00;0,00;-0,0439%;-0,3594%;2,4918%;55,6411%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-06-10;0,00;0,00;200.570.979,30;118.349.389,21560600;1,69473607;0,00;0,00;0,0471%;0,0713%;4,7173%;69,4736%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-06-10;0,00;0,00;245.015.053,42;144.682.672,65772100;1,69346508;0,00;0,00;0,0550%;0,0562%;5,6682%;69,3465%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-06-10;0,00;0,00;283.998.936,95;168.182.663,97037700;1,68863384;0,00;0,00;-0,0731%;-0,0817%;4,5716%;68,8634%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-06-10;84.848,04;15.000,00;379.768.918,81;211.441.889,26608400;1,79609121;0,00;0,00;0,0567%;0,1547%;5,7425%;79,6091%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-06-10;0,00;0,00;597.239.873,24;351.306.615,63997500;1,70005302;0,00;0,00;-0,0705%;-0,0774%;4,5734%;70,0053%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-06-10;0,00;15.000,00;1.110.298.728,52;643.131.547,08807300;1,72639444;0,00;0,00;0,0560%;0,1554%;5,5534%;72,6394%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-06-10;0,00;0,00;1.177.598.739,04;734.371.432,23356700;1,60354649;0,00;0,00;0,0282%;0,2250%;5,4328%;60,3546%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-06-11;0,00;14.000,00;17.284.853,99;10.183.502,40986860;1,69733882;0,00;0,00;0,1362%;0,2906%;5,6144%;69,7339%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-06-11;0,00;0,00;35.219.133,70;21.601.931,58082440;1,63036965;0,00;0,00;0,5096%;0,0174%;5,2127%;63,0370%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-06-11;0,00;0,00;71.902.526,23;53.671.769,28392720;1,33967125;0,00;0,00;1,8211%;-0,3217%;5,6405%;33,9671%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-06-11;0,00;0,00;120.061.777,57;7.116.359,82840598;16,87123480;0,00;0,00;-0,0561%;0,0781%;-1,0855%;68,7123%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-06-11;0,00;0,00;156.767.154,33;100.494.180,20570500;1,55996252;0,00;0,00;0,2282%;-0,1321%;2,7256%;55,9963%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-06-11;0,00;0,00;200.869.546,67;118.349.389,21560600;1,69725884;0,00;0,00;0,1489%;0,2202%;4,8732%;69,7259%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-06-11;0,00;0,00;245.440.583,86;144.682.672,65772100;1,69640621;0,00;0,00;0,1737%;0,2299%;5,8517%;69,6406%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-06-11;207.031,34;0,00;284.951.689,55;168.304.945,74570300;1,69306783;0,00;0,00;0,2626%;0,1807%;4,8462%;69,3068%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-06-11;0,00;0,00;380.301.098,09;211.441.889,26608400;1,79860812;0,00;0,00;0,1401%;0,2951%;5,8906%;79,8608%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-06-11;481.068,98;0,00;599.276.577,97;351.588.853,42076700;1,70448116;0,00;0,00;0,2605%;0,1829%;4,8457%;70,4481%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-06-11;0,00;0,00;1.111.841.881,79;643.131.547,08807300;1,72879388;0,00;0,00;0,1390%;0,2946%;5,7001%;72,8794%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-06-11;220.582,69;0,00;1.178.924.445,00;734.508.862,53447300;1,60505135;0,00;0,00;0,0938%;0,3190%;5,5318%;60,5051%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-06-12;0,00;0,00;17.297.818,72;10.183.502,40986860;1,69861193;0,00;0,00;0,0750%;0,3658%;5,6936%;69,8612%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-06-12;0,00;0,00;35.269.802,00;21.601.931,58082440;1,63271520;0,00;0,00;0,1439%;0,1613%;5,3641%;63,2715%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-06-12;0,00;0,00;71.694.776,67;53.671.769,28392720;1,33580051;0,00;0,00;-0,2889%;-0,6097%;5,3352%;33,5801%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-06-12;0,00;0,00;119.705.665,85;7.116.359,82840598;16,82119352;0,00;0,00;-0,2966%;-0,2187%;-1,3788%;68,2119%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-06-12;0,00;0,00;157.109.830,93;100.494.180,20570500;1,56337243;0,00;0,00;0,2186%;0,0862%;2,9502%;56,3372%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-06-12;0,00;0,00;201.027.451,97;118.349.389,21560600;1,69859307;0,00;0,00;0,0786%;0,2990%;4,9556%;69,8593%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-06-12;0,00;0,00;245.649.196,67;144.682.672,65772100;1,69784807;0,00;0,00;0,0850%;0,3151%;5,9417%;69,7848%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-06-12;1.869.818,04;0,00;286.884.475,01;169.409.098,16672800;1,69344196;0,00;0,00;0,0221%;0,2028%;4,8694%;69,3442%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-06-12;0,00;0,00;380.584.500,98;211.441.889,26608400;1,79994845;0,00;0,00;0,0745%;0,3698%;5,9695%;79,9948%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-06-12;2.893.377,50;0,00;602.307.887,48;353.285.974,96727100;1,70487347;0,00;0,00;0,0230%;0,2060%;4,8699%;70,4873%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-06-12;0,00;0,00;1.112.690.431,09;643.131.547,08807300;1,73011328;0,00;0,00;0,0763%;0,3711%;5,7808%;73,0113%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-06-12;1.372.799,46;0,00;1.181.429.368,73;735.363.341,38097200;1,60659268;0,00;0,00;0,0960%;0,4153%;5,6331%;60,6593%
